Running 3PK...
SOLNP+--> The user does not provided gradient function of cost in the fun structure. 
SOLNP+--> SOLNP uses zero-order method instead.
SOLNP+--> Iteration 1: obj = 4.2158e+03, infeasibility = 0.0000e+00
SOLNP+--> Iteration 246: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 247: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 248: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 249: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 250: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 251: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 252: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 253: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 254: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 255: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 256: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 257: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 258: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 259: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 260: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 261: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 262: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 263: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 264: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 265: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 266: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 267: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 268: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 269: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 270: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 271: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 272: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 273: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 274: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 275: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 276: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 277: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 278: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 279: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 280: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 281: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 282: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 283: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 284: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 285: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 286: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 287: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 288: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 289: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 290: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 291: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 292: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 293: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 294: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 295: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 296: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 297: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 298: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 299: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 300: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 301: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 302: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 303: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 304: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 305: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 306: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 307: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 308: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 309: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 310: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 311: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 312: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 313: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 314: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 315: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 316: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 317: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 318: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 319: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 320: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 321: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 322: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 323: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 324: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 325: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 326: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 327: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 328: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 329: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 330: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 331: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 332: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 333: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 334: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 335: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 336: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 337: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 338: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 339: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 340: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 341: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 342: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 343: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 344: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 345: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 346: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 347: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 348: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 349: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 350: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 351: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 352: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 353: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 354: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 355: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 356: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 357: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 358: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 359: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 360: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 361: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 362: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 363: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 364: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 365: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 366: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 367: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 368: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 369: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 370: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 371: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 372: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 373: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 374: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 375: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 376: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 377: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 378: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 379: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 380: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 381: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 382: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 383: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 384: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 385: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 386: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 387: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 388: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 389: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 390: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 391: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 392: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 393: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 394: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 395: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 396: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 397: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 398: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 399: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 400: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 401: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 402: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 403: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 404: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 405: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 406: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 407: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 408: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 409: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 410: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 411: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 412: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 413: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 414: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 415: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 416: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 417: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 418: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 419: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 420: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 421: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 422: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 423: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 424: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 425: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 426: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 427: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 428: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 429: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 430: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 431: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 432: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 433: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 434: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 435: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 436: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 437: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 438: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 439: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 440: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 441: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 442: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 443: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 444: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 445: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 446: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 447: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 448: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 449: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 450: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 451: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 452: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 453: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 454: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 455: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 456: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 457: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 458: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 459: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 460: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 461: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 462: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 463: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 464: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 465: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 466: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 467: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 468: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 469: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 470: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 471: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 472: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 473: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 474: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 475: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 476: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 477: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 478: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 479: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 480: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 481: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 482: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 483: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 484: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 485: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 486: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 487: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 488: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 489: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 490: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 491: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 492: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 493: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 494: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 495: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 496: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 497: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 498: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 499: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 500: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 501: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 502: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 503: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 504: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 505: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 506: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 507: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 508: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 509: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 510: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 511: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 512: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 513: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 514: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 515: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 516: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 517: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 518: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 519: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 520: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 521: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 522: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 523: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 524: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 525: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 526: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 527: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 528: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 529: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 530: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 531: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 532: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 533: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 534: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 535: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 536: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 537: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 538: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 539: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 540: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 541: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 542: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 543: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 544: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 545: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 546: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 547: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 548: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 549: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 550: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 551: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 552: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 553: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 554: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 555: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 556: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 557: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 558: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 559: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 560: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 561: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 562: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 563: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 564: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 565: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 566: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 567: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 568: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 569: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 570: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 571: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 572: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 573: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 574: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 575: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 576: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 577: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 578: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 579: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 580: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 581: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 582: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 583: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 584: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 585: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 586: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 587: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 588: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 589: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 590: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 591: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 592: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 593: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 594: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 595: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 596: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 597: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 598: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 599: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 600: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 601: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 602: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 603: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 604: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 605: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 606: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 607: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 608: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 609: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 610: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 611: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 612: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 613: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 614: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 615: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 616: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 617: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 618: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 619: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 620: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 621: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 622: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 623: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 624: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 625: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 626: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 627: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 628: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 629: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 630: obj = inf, infeasibility = 3.0728e-02
SOLNP+--> Iteration 631: obj = inf, infeasibility = 3.0728e-02
